transaction_id,timestamp,account_id,user_id,amount,transaction_type,merchant,card_number,location,status,description,risk_score,day_of_week,hour,is_weekend
VEL_FRAUD_009,2024-03-15 14:39:00,VELOCITY_FRAUD_001,VELOCITY_USER_001,1335.33,purchase,Online Store 4,****5678,Online,success,Rapid transaction pattern,0.92,Friday,14,False
TXN00000536,2024-03-15 17:31:02,ACC000127,USER0287,668.17,transfer,Best Buy,****1439,"New York, NY",success,Normal withdrawal transaction,0.15,Friday,17,False
TXN00000874,2024-03-16 00:29:02,ACC000032,USER0028,165.97,transfer,CVS Pharmacy,****1083,"San Antonio, TX",success,Normal deposit transaction,0.23,Saturday,0,True
TXN00000998,2024-03-16 00:34:17,ACC000005,USER0229,74.59,deposit,CVS Pharmacy,****1583,"San Jose, CA",success,Normal purchase transaction,0.17,Saturday,0,True
TXN00000881,2024-03-16 01:48:54,ACC000002,USER0237,83.57,payment,Supermarket,****1890,"Los Angeles, CA",success,Normal purchase transaction,0.15,Saturday,1,True
LAUNDER_0001,2024-03-16 10:00:00,LAUNDER_004,LAUNDER_USER_08,9900.0,transfer,Money Exchange,****6296,Offshore Bank,success,Structured transaction to avoid reporting,0.87,Saturday,10,True
TXN00000517,2024-03-16 13:48:17,ACC000148,USER0407,124.44,withdrawal,Target,****6500,"Jacksonville, FL",success,Normal purchase transaction,0.2,Saturday,13,True
TXN00000140,2024-03-17 05:45:45,ACC000131,USER0115,834.96,purchase,Grocery Store,****3275,"Houston, TX",success,Normal transfer transaction,0.11,Sunday,5,True
TXN00000641,2024-03-17 12:06:20,ACC000067,USER0193,179.14,purchase,Walmart,****4318,"Houston, TX",success,Normal payment transaction,0.22,Sunday,12,True
TXN00000690,2024-03-17 12:39:52,ACC000159,USER0376,399.31,transfer,Supermarket,****7302,"Austin, TX",success,Normal withdrawal transaction,0.24,Sunday,12,True
TXN00000044,2024-03-17 12:54:57,ACC000140,USER0410,798.01,payment,Best Buy,****8999,"Houston, TX",success,Normal deposit transaction,0.19,Sunday,12,True
TXN00000567,2024-03-17 13:42:34,ACC000065,USER0320,85.79,payment,Supermarket,****9971,"Chicago, IL",success,Normal purchase transaction,0.23,Sunday,13,True
LAUNDER_0036,2024-03-17 15:00:00,LAUNDER_004,LAUNDER_USER_01,9800.0,transfer,Wire Transfer,****9564,Offshore Bank,success,Structured transaction to avoid reporting,0.97,Sunday,15,True
TXN00000183,2024-03-17 22:09:51,ACC000106,USER0496,16.24,transfer,McDonald's,****7363,"Houston, TX",success,Normal deposit transaction,0.14,Sunday,22,True
TXN00000589,2024-03-18 12:42:23,ACC000011,USER0298,178.98,withdrawal,Home Depot,****3783,"Dallas, TX",success,Normal transfer transaction,0.29,Monday,12,False
LAUNDER_0032,2024-03-18 13:00:00,LAUNDER_003,LAUNDER_USER_09,9800.0,transfer,Money Exchange,****5116,Money Exchange,success,Structured transaction to avoid reporting,0.86,Monday,13,False
LAUNDER_0031,2024-03-18 14:00:00,LAUNDER_002,LAUNDER_USER_08,9750.0,transfer,Cash Deposit,****2723,Money Exchange,success,Structured transaction to avoid reporting,0.96,Monday,14,False
TXN00000089,2024-03-18 15:07:06,ACC000100,USER0233,109.82,deposit,Gas Station,****3531,"San Antonio, TX",success,Normal purchase transaction,0.27,Monday,15,False
TXN00000869,2024-03-18 22:21:57,ACC000153,USER0248,134.47,purchase,Home Depot,****9508,"Jacksonville, FL",success,Normal purchase transaction,0.13,Monday,22,False
TXN00000581,2024-03-19 10:36:05,ACC000183,USER0497,53.67,withdrawal,Gas Station,****6233,"San Diego, CA",success,Normal transfer transaction,0.27,Tuesday,10,False
LAUNDER_0020,2024-03-19 14:00:00,LAUNDER_005,LAUNDER_USER_10,9950.0,deposit,Money Exchange,****6941,Bank Branch,success,Structured transaction to avoid reporting,0.88,Tuesday,14,False
TXN00000763,2024-03-19 20:32:52,ACC000125,USER0030,4569.98,deposit,Amazon,****8542,"Philadelphia, PA",success,Normal deposit transaction,0.17,Tuesday,20,False
TXN00000733,2024-03-20 01:37:34,ACC000109,USER0164,80.69,deposit,McDonald's,****9515,"Austin, TX",success,Normal payment transaction,0.22,Wednesday,1,False
TXN00000102,2024-03-20 10:22:00,ACC000169,USER0206,32.93,purchase,McDonald's,****1502,"Los Angeles, CA",success,Normal payment transaction,0.14,Wednesday,10,False
TXN00000571,2024-03-20 14:31:35,ACC000052,USER0082,924.52,deposit,McDonald's,****1477,"Phoenix, AZ",success,Normal deposit transaction,0.23,Wednesday,14,False
TXN00000813,2024-03-20 17:55:51,ACC000081,USER0087,275.29,deposit,Shell Gas,****2116,"Phoenix, AZ",success,Normal payment transaction,0.17,Wednesday,17,False
TXN00000701,2024-03-21 00:24:13,ACC000072,USER0333,17.87,payment,Online Store,****1719,"Los Angeles, CA",success,Normal withdrawal transaction,0.18,Thursday,0,False
TXN00000344,2024-03-21 07:50:14,ACC000093,USER0069,421.34,deposit,Pharmacy,****8583,"San Diego, CA",success,Normal deposit transaction,0.25,Thursday,7,False
TXN00000023,2024-03-21 08:13:42,ACC000172,USER0331,516.63,deposit,Supermarket,****6180,"Los Angeles, CA",success,Normal purchase transaction,0.19,Thursday,8,False
TXN00000574,2024-03-21 10:53:37,ACC000109,USER0112,795.17,withdrawal,Starbucks,****3869,"Houston, TX",success,Normal deposit transaction,0.19,Thursday,10,False
TXN00000623,2024-03-21 11:00:52,ACC000038,USER0359,107.92,transfer,Supermarket,****4360,"Dallas, TX",success,Normal payment transaction,0.26,Thursday,11,False
TXN00000809,2024-03-21 12:46:22,ACC000105,USER0460,277.9,payment,Starbucks,****9227,"Chicago, IL",success,Normal purchase transaction,0.22,Thursday,12,False
LAUNDER_0034,2024-03-21 16:00:00,LAUNDER_005,LAUNDER_USER_10,9850.0,transfer,Money Exchange,****9502,Bank Branch,success,Structured transaction to avoid reporting,0.9,Thursday,16,False
TXN00000411,2024-03-21 17:20:54,ACC000111,USER0423,154.02,deposit,Best Buy,****9939,"Houston, TX",success,Normal transfer transaction,0.25,Thursday,17,False
TXN00000839,2024-03-21 20:58:28,ACC000046,USER0338,208.11,payment,Walmart,****2920,"Philadelphia, PA",success,Normal deposit transaction,0.2,Thursday,20,False
TXN00000431,2024-03-22 02:35:34,ACC000038,USER0373,454.08,purchase,Bank ATM,****7783,"San Antonio, TX",success,Normal deposit transaction,0.19,Friday,2,False
TXN00000125,2024-03-22 03:53:45,ACC000036,USER0020,159.32,deposit,Pharmacy,****3273,"Jacksonville, FL",success,Normal transfer transaction,0.19,Friday,3,False
TXN00000245,2024-03-22 08:52:04,ACC000173,USER0462,28.28,purchase,Shell Gas,****4656,"Dallas, TX",success,Normal purchase transaction,0.29,Friday,8,False
LAUNDER_0014,2024-03-22 12:00:00,LAUNDER_002,LAUNDER_USER_07,9800.0,deposit,Money Exchange,****8877,Money Exchange,success,Structured transaction to avoid reporting,0.96,Friday,12,False
TXN00000946,2024-03-22 13:25:51,ACC000014,USER0138,82.74,transfer,Best Buy,****6567,"Austin, TX",success,Normal purchase transaction,0.16,Friday,13,False
TXN00000331,2024-03-22 16:14:11,ACC000041,USER0213,158.32,payment,Restaurant,****2506,"Philadelphia, PA",success,Normal withdrawal transaction,0.28,Friday,16,False
TXN00000417,2024-03-22 17:36:09,ACC000040,USER0026,141.06,transfer,Supermarket,****9269,"Los Angeles, CA",success,Normal withdrawal transaction,0.19,Friday,17,False
TXN00000844,2024-03-22 19:06:38,ACC000091,USER0192,43.95,purchase,Supermarket,****3740,"New York, NY",success,Normal payment transaction,0.15,Friday,19,False
TXN00000647,2024-03-22 21:21:40,ACC000116,USER0140,151.78,withdrawal,Bank ATM,****6597,"Houston, TX",success,Normal transfer transaction,0.29,Friday,21,False
TXN00000261,2024-03-22 23:44:22,ACC000146,USER0289,760.45,withdrawal,Grocery Store,****9064,"Dallas, TX",success,Normal deposit transaction,0.14,Friday,23,False
TXN00000263,2024-03-23 01:01:09,ACC000199,USER0057,183.86,payment,Online Store,****2188,"Philadelphia, PA",success,Normal transfer transaction,0.22,Saturday,1,True
TXN00000967,2024-03-23 02:57:03,ACC000109,USER0341,162.41,transfer,Bank ATM,****5957,"Dallas, TX",success,Normal purchase transaction,0.15,Saturday,2,True
TXN00000797,2024-03-23 04:11:49,ACC000109,USER0247,67.27,transfer,Bank ATM,****3264,"Austin, TX",success,Normal withdrawal transaction,0.18,Saturday,4,True
TXN00000847,2024-03-23 07:35:04,ACC000135,USER0112,122.35,purchase,Home Depot,****2225,"San Jose, CA",success,Normal transfer transaction,0.24,Saturday,7,True
LAUNDER_0003,2024-03-23 12:00:00,LAUNDER_003,LAUNDER_USER_06,9850.0,transfer,Cash Deposit,****7868,Offshore Bank,success,Structured transaction to avoid reporting,0.87,Saturday,12,True
TXN00000744,2024-03-24 02:45:58,ACC000180,USER0011,524.26,transfer,Pharmacy,****2047,"Dallas, TX",success,Normal payment transaction,0.21,Sunday,2,True
TXN00000687,2024-03-24 13:25:10,ACC000191,USER0036,534.73,transfer,Grocery Store,****3128,"Houston, TX",success,Normal deposit transaction,0.19,Sunday,13,True
LAUNDER_0037,2024-03-24 15:00:00,LAUNDER_001,LAUNDER_USER_04,9850.0,deposit,Cash Deposit,****6389,Offshore Bank,success,Structured transaction to avoid reporting,0.89,Sunday,15,True
FRAUD_AMT_00049,2024-03-24 18:34:00,FRAUD_AMT_018,FRAUD_USER_034,50000.0,withdrawal,High-End Store,****3301,"Las Vegas, NV",success,Unusual high-value transaction,0.92,Sunday,18,True
TXN00000648,2024-03-25 00:58:44,ACC000156,USER0244,184.84,purchase,Amazon,****3843,"San Antonio, TX",success,Normal payment transaction,0.28,Monday,0,False
TXN00000725,2024-03-25 03:00:29,ACC000036,USER0014,868.34,payment,Starbucks,****9693,"Phoenix, AZ",success,Normal withdrawal transaction,0.17,Monday,3,False
TXN00000118,2024-03-25 04:42:44,ACC000135,USER0048,748.33,transfer,Online Store,****1298,"Philadelphia, PA",success,Normal deposit transaction,0.14,Monday,4,False
FRAUD_AMT_00019,2024-03-25 05:15:00,FRAUD_AMT_001,FRAUD_USER_048,483113.31,transfer,Unknown Merchant,****9515,Cayman Islands,success,Unusual high-value transaction,0.92,Monday,5,False
TXN00000707,2024-03-25 10:15:13,ACC000171,USER0128,181.79,withdrawal,Restaurant,****9543,"Philadelphia, PA",success,Normal withdrawal transaction,0.19,Monday,10,False
FRAUD_AMT_00037,2024-03-25 16:30:00,FRAUD_AMT_010,FRAUD_USER_017,478146.06,purchase,Luxury Dealer,****6589,Monaco,success,Unusual high-value transaction,0.87,Monday,16,False
TXN00000662,2024-03-25 18:12:06,ACC000018,USER0304,121.06,withdrawal,McDonald's,****9337,"Phoenix, AZ",success,Normal deposit transaction,0.18,Monday,18,False
TXN00000529,2024-03-25 20:45:18,ACC000194,USER0294,61.52,withdrawal,Supermarket,****6549,"Jacksonville, FL",success,Normal purchase transaction,0.25,Monday,20,False
TXN00000078,2024-03-25 21:54:34,ACC000184,USER0455,66.75,transfer,Walmart,****2121,"Houston, TX",success,Normal deposit transaction,0.3,Monday,21,False
TXN00000117,2024-03-26 02:37:42,ACC000168,USER0358,73.22,transfer,McDonald's,****2388,"Phoenix, AZ",success,Normal payment transaction,0.18,Tuesday,2,False
TXN00000416,2024-03-26 11:56:52,ACC000031,USER0446,186.4,withdrawal,Amazon,****7266,"New York, NY",success,Normal deposit transaction,0.2,Tuesday,11,False
LAUNDER_0008,2024-03-26 17:00:00,LAUNDER_004,LAUNDER_USER_03,9850.0,deposit,Wire Transfer,****8802,Money Exchange,success,Structured transaction to avoid reporting,0.97,Tuesday,17,False
TXN00000507,2024-03-26 19:51:56,ACC000138,USER0091,792.33,withdrawal,Amazon,****8947,"Dallas, TX",success,Normal purchase transaction,0.11,Tuesday,19,False
TXN00000054,2024-03-27 00:31:54,ACC000091,USER0409,100.07,deposit,Bank ATM,****5581,"San Jose, CA",success,Normal deposit transaction,0.21,Wednesday,0,False
TXN00000957,2024-03-27 04:02:20,ACC000002,USER0138,121.75,withdrawal,Pharmacy,****9938,"San Diego, CA",success,Normal deposit transaction,0.29,Wednesday,4,False
TXN00000289,2024-03-27 08:40:20,ACC000167,USER0153,768.88,withdrawal,McDonald's,****9475,"Houston, TX",success,Normal purchase transaction,0.26,Wednesday,8,False
TXN00000264,2024-03-27 09:20:08,ACC000164,USER0492,549.49,transfer,Bank ATM,****3854,"Jacksonville, FL",success,Normal payment transaction,0.24,Wednesday,9,False
TXN00000724,2024-03-27 11:43:56,ACC000062,USER0482,66.47,deposit,Restaurant,****7200,"San Jose, CA",success,Normal purchase transaction,0.3,Wednesday,11,False
TXN00000153,2024-03-27 17:23:48,ACC000103,USER0257,122.48,purchase,Walmart,****1637,"Chicago, IL",success,Normal deposit transaction,0.26,Wednesday,17,False
TXN00000930,2024-03-27 18:38:39,ACC000019,USER0379,145.83,deposit,Supermarket,****7699,"Austin, TX",success,Normal transfer transaction,0.25,Wednesday,18,False
TXN00000120,2024-03-27 19:08:38,ACC000178,USER0395,36.64,payment,Shell Gas,****8170,"New York, NY",success,Normal transfer transaction,0.17,Wednesday,19,False
TXN00000116,2024-03-27 21:38:03,ACC000025,USER0286,252.73,transfer,CVS Pharmacy,****5128,"Jacksonville, FL",success,Normal payment transaction,0.27,Wednesday,21,False
TXN00000467,2024-03-28 06:52:44,ACC000112,USER0291,157.94,deposit,Best Buy,****3835,"Austin, TX",success,Normal purchase transaction,0.25,Thursday,6,False
TXN00000378,2024-03-28 11:11:31,ACC000193,USER0191,86.72,deposit,Restaurant,****5581,"San Diego, CA",success,Normal withdrawal transaction,0.21,Thursday,11,False
TXN00000616,2024-03-28 11:49:02,ACC000177,USER0448,917.05,payment,Starbucks,****1826,"San Diego, CA",success,Normal transfer transaction,0.29,Thursday,11,False
TXN00000977,2024-03-28 14:36:53,ACC000119,USER0046,115.41,purchase,Target,****3990,"Jacksonville, FL",success,Normal purchase transaction,0.14,Thursday,14,False
TXN00000159,2024-03-28 17:22:43,ACC000178,USER0136,714.65,payment,Pharmacy,****4150,"Houston, TX",success,Normal deposit transaction,0.21,Thursday,17,False
TXN00000213,2024-03-28 20:06:43,ACC000133,USER0090,3961.96,payment,Shell Gas,****6422,"Dallas, TX",success,Normal transfer transaction,0.29,Thursday,20,False
TXN00000115,2024-03-28 22:05:32,ACC000182,USER0225,12.63,transfer,Shell Gas,****6962,"Philadelphia, PA",success,Normal deposit transaction,0.18,Thursday,22,False
TXN00000719,2024-03-29 04:17:47,ACC000179,USER0158,150.92,purchase,Shell Gas,****9056,"New York, NY",success,Normal purchase transaction,0.11,Friday,4,False
TXN00000873,2024-03-29 09:07:00,ACC000120,USER0349,138.68,withdrawal,CVS Pharmacy,****3664,"Phoenix, AZ",success,Normal transfer transaction,0.16,Friday,9,False
TXN00000389,2024-03-29 15:34:14,ACC000067,USER0080,492.63,deposit,Amazon,****1001,"Dallas, TX",success,Normal withdrawal transaction,0.17,Friday,15,False
TXN00000275,2024-03-29 17:26:48,ACC000100,USER0420,112.95,payment,Gas Station,****9773,"Austin, TX",success,Normal transfer transaction,0.21,Friday,17,False
TXN00000082,2024-03-29 18:19:40,ACC000078,USER0102,565.47,transfer,Pharmacy,****2747,"Houston, TX",success,Normal transfer transaction,0.21,Friday,18,False
TXN00000912,2024-03-30 00:58:38,ACC000068,USER0415,862.53,payment,Grocery Store,****1448,"Philadelphia, PA",success,Normal payment transaction,0.19,Saturday,0,True
TXN00000177,2024-03-30 03:11:34,ACC000058,USER0428,29.83,purchase,Amazon,****5888,"San Diego, CA",success,Normal payment transaction,0.18,Saturday,3,True
TXN00000547,2024-03-30 11:10:54,ACC000062,USER0259,147.07,payment,Target,****2623,"San Jose, CA",success,Normal purchase transaction,0.21,Saturday,11,True
TXN00000903,2024-03-30 13:30:19,ACC000015,USER0014,382.2,withdrawal,Restaurant,****1296,"Dallas, TX",success,Normal transfer transaction,0.11,Saturday,13,True
TXN00000006,2024-03-31 06:42:17,ACC000163,USER0088,257.12,payment,Best Buy,****3677,"San Diego, CA",success,Normal transfer transaction,0.15,Sunday,6,True
TXN00000084,2024-03-31 07:40:12,ACC000185,USER0393,137.16,withdrawal,Starbucks,****1645,"Phoenix, AZ",success,Normal transfer transaction,0.11,Sunday,7,True
TXN00000856,2024-03-31 17:53:55,ACC000053,USER0356,131.19,purchase,Target,****9103,"New York, NY",success,Normal withdrawal transaction,0.1,Sunday,17,True
TXN00000890,2024-03-31 20:46:36,ACC000036,USER0143,144.46,deposit,Restaurant,****2117,"Austin, TX",success,Normal transfer transaction,0.18,Sunday,20,True
TXN00000540,2024-04-01 01:18:18,ACC000132,USER0100,187.58,withdrawal,Starbucks,****3738,"Dallas, TX",success,Normal deposit transaction,0.27,Monday,1,False
LAUNDER_0027,2024-04-01 11:00:00,LAUNDER_002,LAUNDER_USER_08,9950.0,transfer,Wire Transfer,****1176,Bank Branch,success,Structured transaction to avoid reporting,0.87,Monday,11,False
LAUNDER_0024,2024-04-01 13:00:00,LAUNDER_001,LAUNDER_USER_02,9800.0,transfer,Cash Deposit,****2094,Offshore Bank,success,Structured transaction to avoid reporting,0.95,Monday,13,False
LAUNDER_0023,2024-04-01 15:00:00,LAUNDER_003,LAUNDER_USER_07,9850.0,transfer,Wire Transfer,****8667,Money Exchange,success,Structured transaction to avoid reporting,0.87,Monday,15,False
LAUNDER_0021,2024-04-01 17:00:00,LAUNDER_002,LAUNDER_USER_06,9950.0,deposit,Money Exchange,****3713,Bank Branch,success,Structured transaction to avoid reporting,0.93,Monday,17,False
TXN00000679,2024-04-02 01:34:12,ACC000065,USER0155,136.65,deposit,Grocery Store,****3258,"Jacksonville, FL",success,Normal payment transaction,0.28,Tuesday,1,False
TXN00000925,2024-04-02 07:29:20,ACC000188,USER0491,392.84,transfer,Online Store,****2305,"Philadelphia, PA",success,Normal payment transaction,0.2,Tuesday,7,False
TXN00000013,2024-04-02 09:15:03,ACC000021,USER0044,115.63,transfer,Target,****9727,"Chicago, IL",success,Normal withdrawal transaction,0.23,Tuesday,9,False
TXN00000921,2024-04-02 10:26:57,ACC000076,USER0319,96.78,purchase,Shell Gas,****7034,"New York, NY",success,Normal deposit transaction,0.29,Tuesday,10,False
TAKEOVER_0013,2024-04-02 14:00:00,COMPROMISED_005,COMPROMISED_USER_08,2737.1,withdrawal,Online Transfer,****3807,Unknown Location,pending,Suspicious account activity,0.84,Tuesday,14,False
TXN00000187,2024-04-02 16:56:31,ACC000185,USER0241,161.55,deposit,Grocery Store,****7073,"Philadelphia, PA",success,Normal transfer transaction,0.11,Tuesday,16,False
TXN00000926,2024-04-02 20:30:38,ACC000059,USER0292,158.33,withdrawal,Best Buy,****7678,"Austin, TX",success,Normal payment transaction,0.23,Tuesday,20,False
TXN00000052,2024-04-02 20:57:53,ACC000046,USER0376,34.83,payment,Home Depot,****9817,"San Diego, CA",success,Normal transfer transaction,0.19,Tuesday,20,False
TXN00000085,2024-04-03 23:08:05,ACC000052,USER0068,532.4,payment,Online Store,****9697,"Dallas, TX",success,Normal deposit transaction,0.27,Wednesday,23,False
TXN00000784,2024-04-04 10:05:45,ACC000157,USER0151,306.89,deposit,Walmart,****1170,"Philadelphia, PA",success,Normal withdrawal transaction,0.25,Thursday,10,False
TXN00000274,2024-04-04 12:23:11,ACC000120,USER0135,56.34,withdrawal,Home Depot,****2009,"Chicago, IL",success,Normal purchase transaction,0.12,Thursday,12,False
TXN00000227,2024-04-04 14:31:20,ACC000188,USER0048,174.44,transfer,Online Store,****2037,"Dallas, TX",success,Normal transfer transaction,0.14,Thursday,14,False
TXN00000853,2024-04-04 17:00:59,ACC000012,USER0057,15.24,purchase,CVS Pharmacy,****2229,"Phoenix, AZ",success,Normal deposit transaction,0.24,Thursday,17,False
TXN00000632,2024-04-04 18:18:02,ACC000079,USER0192,27.96,deposit,CVS Pharmacy,****8961,"New York, NY",success,Normal withdrawal transaction,0.13,Thursday,18,False
FRAUD_AMT_00025,2024-04-04 18:23:00,FRAUD_AMT_006,FRAUD_USER_037,50000.0,purchase,Investment Firm,****8787,Cayman Islands,success,Unusual high-value transaction,0.87,Thursday,18,False
TXN00000587,2024-04-04 18:43:41,ACC000035,USER0447,7.01,deposit,Restaurant,****4476,"Jacksonville, FL",success,Normal transfer transaction,0.24,Thursday,18,False
TAKEOVER_0006,2024-04-04 23:00:00,COMPROMISED_003,COMPROMISED_USER_10,3065.48,transfer,ATM Withdrawal,****4683,"Moscow, Russia",success,Suspicious account activity,0.8,Thursday,23,False
